id,pondera_dem,region,sexo,edad,significado_cultura,concurre_museo,cuantas_veces_concurre_museo,frec_museo_historicos,frec_museo_cs_naturales,frec_museo_tecnologia,frec_museo_artes,frec_museo_antropologia_arquelogia,frec_museo_tematicos,pago_entrada_museo,gasto_museo,escucha_radio,escucha_musica,frec_escucha_musica,frec_genero_musica_folclore,frec_genero_musica_rock_extranjero,frec_genero_musica_rock_nacional,frec_genero_musica_clasica,frec_genero_musica_jazz,frec_genero_musica_cumbia,frec_genero_musica_reggaeton,frec_genero_musica_salsa,frec_genero_musica_melodica,frec_genero_musica_pop,frec_genero_musica_reggae,frec_genero_musica_electronica,frec_genero_musica_tango,frec_genero_musica_latinoamericana,concurre_recitales,frec_concurrir_recitales,cantidad_recitales,gasto_recitales,practica_musica,lee_diarios,lee_revistas,lee_libros,cuantos_libros_leyo,razon_ultima_lectura,otra_razon_ultima_lectura,cuantos_libros_compro,gasto_libros,frec_libros_papel,frec_libros_pantalla,pago_lectura_dispositivos,frec_libros_cuentos,frec_libros_novelas,frec_libros_poesia,frec_libros_ensayos,frec_libros_escolares,frec_libros_biografias,frec_libros_teatro,frec_libros_ciencia,frec_libros_comics,frec_libros_humor,frec_libros_autoayuda,frec_libros_historia,frec_libros_politica,frec_libros_salud,frec_libros_divulgacion,miro_tv,miro_peliculas_series_documentales,frec_audiovisual_animacion,frec_audiovisual_videos_musicales,frec_audiovisual_documentales,frec_audiovisual_humoristicos,frec_audiovisual_comedias,frec_audiovisual_peliculas,frec_audiovisual_series_novelas,gasto_audiovisual_streaming,concurre_cine,cuantas_veces_cine,razon_eleccion_pelicula,frec_cine_accion,frec_cine_aventura,frec_cine_scifi,frec_cine_suspenso,frec_cine_terror,frec_cine_drama,frec_cine_comedia,frec_cine_romantico,frec_cine_documental,frec_cine_infantiles,frec_cine_animacion,concurre_teatro,cuantas_veces_teatro,gasto_teatro,usa_internet,frec_usa_internet_mails,frec_usa_internet_noticias,frec_usa_internet_estudiar,frec_usa_internet_compras,frec_usa_internet_ver_youtubers,frec_usa_internet_leer_criticas_peliculas,frec_usa_internet_leer_criticas_libros,frec_usa_internet_buscar_activ_cultural,frec_usa_internet_tutoriales_musica,frec_usa_internet_tramites,horas_redes,minutos_redes,tipo_uso_internet,juega_videojuegos,participa_club,participa_centro_jubilados,participa_centro_religioso,participa_biblioteca,participa_local_politico,participa_colectividad_extranjera,participa_comunidad_indigenta,participa_cooperativa_barrial,participa_organizacion_social,concurre_boliches,tomo_clases_baile_canto,tomo_clases_actuacion,tomo_clases_arte,tomo_clases_literatura,tomo_clases_audiovisual,gasto_clases,nivel_estudios,entrevistadx_es_psh_hogar,situacion_psh,tiene_cobertura_medica_psh,hogar_tiene_internet,situacion_vivienda,NSEpuntaje,NSEcat1,horas_radio_total,horas_musica_total,horas_diario_total,horas_tv_total,horas_internet_total,horas_redes_total,horas_videojuegos_total,horas_consumo
1946,6369,CABA,Mujer,61,"LOS MODALES, EL BUEN COMPORTAMIENTO",NO,,,,,,,,,,NO,SI,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,,,,NO,NO,SI,SI,1,"SE LO HABIA RECOMENDADO UN AMIGO, FAMILIAR O CONOCIDO",,0,0,ALGUNAS VECES AL MES,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,CASI NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,SI,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,0,SI,3,VIO LOS AVANCES EN EL CINE,DE VEZ EN CUANDO,CASI NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,CASI NUNCA,DE VEZ EN CUANDO,CASI NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,SI,3,2300,SI,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,3,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,UNIVERSITARIO INCOMPLETO,LA PERSONA QUE FUE ENTREVISTADA,ES JUBILADO/PENSIONADO,SI,SI,PROPIA,66,C3,0,1,0,2,3,3,0,9
1904,8800,CABA,Mujer,40,"INFORMACION, ESTUDIAR, CONOCER",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,CASI NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,NUNCA,NO,,,,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,SI,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO,NUNCA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,225,SI,1,LEYO O VIO UNA AVANCE O COMENTARIO EN LOS MEDIOS,DE VEZ EN CUANDO,HABITUALMENTE,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,NO,,,SI,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNAS VECES AL MES,0,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,SECUNDARIA COMPLETA,LA PERSONA QUE FUE ENTREVISTADA,TRABAJA,SI,SI,PROPIA,72,C2,1,2,2,1,3.05,0,0,9.05
902,2824,PATAGONIA,Varón,28,"HABITOS, COSTUMBRES, COMPORTAMIENTOS",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,DE VEZ EN CUANDO,CASI NUNCA,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,NUNCA,CASI NUNCA,NUNCA,SI,ALGUNA VEZ AL AÑO O MENOS,1,200,NO,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,SI,NUNCA,ALGUNA VEZ AL AÑO,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,0,NO,,,,,,,,,,,,,,NO,,,SI,ALGUNA VEZ AL AÑO O MENOS,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,0,40,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,,SECUNDARIA INCOMPLETA,LA PERSONA QUE FUE ENTREVISTADA,TRABAJA,NO,NO,ALQUILADA,54,C3,1,3,1,2,1,0.666666667,0.5,9.166666667
1697,2184,CENTRO,Mujer,42,"EL ARTE, LO CULTO",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,CASI NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,CASI NUNCA,SI,ALGUNA VEZ AL AÑO O MENOS,1,500,NO,SI,NO,SI,2,LO HABÍA VISTO EN ALGUNA RED SOCIAL,,1,250,ALGUNOS DIAS POR SEMANA,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,CASI NUNCA,NUNCA,SI,SI,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,0,SI,1,"SE LA RECOMENDO UN AMIGO, FAMILIAR O CONOCIDO",DE VEZ EN CUANDO,CASI NUNCA,HABITUALMENTE,CASI NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,NUNCA,NO,,,SI,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,0,40,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,SECUNDARIA INCOMPLETA,OTRO MIEMBRO DEL HOGAR,TRABAJA,NO,SI,PROPIA,48,D1,2,2.5,0.5,0.5,3,0.666666667,0,9.166666667
1739,4768,CENTRO,Mujer,50,"INFORMACION, ESTUDIAR, CONOCER",NO,,,,,,,,,,SI,SI,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,CASI NUNCA,CASI NUNCA,HABITUALMENTE,HABITUALMENTE,CASI NUNCA,NUNCA,NUNCA,NUNCA,NO,,,,NO,SI,SI,SI,1,"SE LO HABIA RECOMENDADO UN PROFESOR, REFERENTE POLITICO, RELIGIOSO O ESPIRITUAL",,1,100,ALGUNA VEZ AL AÑO,ALGUNA VEZ AL AÑO,NO,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,CASI NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,CASI NUNCA,NUNCA,SI,NO,,,,,,,,0,NO,,,,,,,,,,,,,,NO,,,SI,NUNCA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,2,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,SI,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,NO,400,UNIVERSITARIO INCOMPLETO,OTRO MIEMBRO DEL HOGAR,TRABAJA,NO,SI,PROPIA,58,C3,1,1,0.166666667,2,2.5,2.5,0,9.166666667
812,5165,NOA,Varón,24,"HABITOS, COSTUMBRES, COMPORTAMIENTOS",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,HABITUALMENTE,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,DE VEZ EN CUANDO,SI,TODOS O CASI TODOS LOS MESES,10,1000,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,SI,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,0,NO,,,,,,,,,,,,,,NO,,,SI,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,1,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,,TERCIARIO INCOMPLETO,OTRO MIEMBRO DEL HOGAR,TRABAJA,SI,NO,ALQUILADA,54,C3,2,2,0.25,3,1,1,0,9.25
1547,6865,NEA,Mujer,39,"HABITOS, COSTUMBRES, COMPORTAMIENTOS",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NO,,,,NO,SI,NO,SI,2,"SE LO HABIA RECOMENDADO UN PROFESOR, REFERENTE POLITICO, RELIGIOSO O ESPIRITUAL",,1,NS/NC,ALGUNOS DIAS POR SEMANA,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,,,,,,,,0,NO,,,,,,,,,,,,,,NO,,,SI,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,SECUNDARIA INCOMPLETA,OTRO MIEMBRO DEL HOGAR,ES JUBILADO/PENSIONADO,SI,SI,PROPIA,44,D1,3,2,0.333333333,2,1,1,0,9.333333333
409,3816,NOA,Mujer,46,"HABITOS, COSTUMBRES, COMPORTAMIENTOS",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,DE VEZ EN CUANDO,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,NO,,,,NO,SI,SI,SI,6,"SE LO HABIA RECOMENDADO UN AMIGO, FAMILIAR O CONOCIDO",,6,1000,TODOS O CASI TODOS LOS DIAS,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,SI,SI,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DIAS,300,NO,,,,,,,,,,,,,,NO,,,SI,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,TERCIARIO COMPLETO,LA PERSONA QUE FUE ENTREVISTADA,TRABAJA,SI,SI,ALQUILADA,68,C3,2,1,0.333333333,2,3,1,0,9.333333333
581,3281,PATAGONIA,Varón,13,"HABITOS, COSTUMBRES, COMPORTAMIENTOS",NO,,,,,,,,,,NO,SI,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,NO,,,,NO,SI,SI,SI,1,POR ESTUDIO,,0,0,ALGUNOS DIAS POR SEMANA,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,SI,SI,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,0,SI,2,LEYO O VIO UNA AVANCE O COMENTARIO EN LOS MEDIOS,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,1,2,SI,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNA VEZ AL AÑO O MENOS,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,SECUNDARIA INCOMPLETA,OTRO MIEMBRO DEL HOGAR,TRABAJA,NO,NO,PROPIA,28,D2,0,3,0.333333333,1,2,1,2,9.333333333
1001,12042,CUYO,Varón,19,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,HABITUALMENTE,CASI NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,CASI NUNCA,HABITUALMENTE,SI,ALGUNA VEZ CADA 3 MESES,2,1000,SI,NO,NO,SI,2,SE LO REGALARON,,0,0,ALGUNA VEZ CADA 3 MESES,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,HABITUALMENTE,HABITUALMENTE,DE VEZ EN CUANDO,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,CASI NUNCA,HABITUALMENTE,NUNCA,NO,NO,,,,,,,,0,SI,1,"SE LA RECOMENDO UN AMIGO, FAMILIAR O CONOCIDO",HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,,,SI,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ CADA 3 MESES,TODOS O CASI TODOS LOS DÍAS,NUNCA,0,20,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,,UNIVERSITARIO INCOMPLETO,OTRO MIEMBRO DEL HOGAR,TRABAJA,SI,SI,PROPIA,75,C2,2,2,0,0,5,0.333333333,0,9.333333333
50,3075,NEA,Mujer,65,"LA TRADICION, LA HISTORIA",NO,,,,,,,,,,NO,SI,ALGUNAS VECES AL MES,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,,,,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,SI,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,0,NO,,,,,,,,,,,,,,NO,,,NO,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,0,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PRIMARIA COMPLETA,LA PERSONA QUE FUE ENTREVISTADA,ES JUBILADO/PENSIONADO,SI,NO,PROPIA,44,D1,0,1,1,6.5,1,0,0,9.5
64,5295,NEA,Varón,46,"LOS MODALES, EL BUEN COMPORTAMIENTO",NO,,,,,,,,,,NO,SI,ALGUNOS DIAS POR SEMANA,CASI NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,HABITUALMENTE,NUNCA,HABITUALMENTE,NO,,,,NO,NO,SI,SI,1,"SE LO HABIA RECOMENDADO UN PROFESOR, REFERENTE POLITICO, RELIGIOSO O ESPIRITUAL",,0,0,ALGUNOS DIAS POR SEMANA,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,SI,SI,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NUNCA,0,NO,,,,,,,,,,,,,,NO,,,SI,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,2,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,TERCIARIO COMPLETO,OTRO MIEMBRO DEL HOGAR,ES JUBILADO/PENSIONADO,SI,SI,PROPIA,50,D1,0,1,0,4.5,2,2,0,9.5
328,5327,PATAGONIA,Mujer,49,"LA TRADICION, LA HISTORIA",NO,,,,,,,,,,SI,SI,TODOS O CASI TODOS LOS DIAS,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,ALGUNA VEZ CADA 3 MESES,2,800,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,SI,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,0,NO,,,,,,,,,,,,,,NO,,,SI,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,2,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,,PRIMARIA COMPLETA,OTRO MIEMBRO DEL HOGAR,TRABAJA,NO,SI,ALQUILADA,58,C3,1,1.5,0,3,2,2,0,9.5
336,2328,PATAGONIA,Mujer,22,"HABITOS, COSTUMBRES, COMPORTAMIENTOS",NO,,,,,,,,,,NO,SI,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,,,,NO,SI,SI,SI,2,SE HABIA ENTERADO NAVEGANDO EN INTERNET,,0,0,ALGUNOS DIAS POR SEMANA,"NO LEYO LIBROS EN PANTALLA, SOLO EN PAPEL",,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,SI,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,0,SI,2,VIO LOS AVANCES EN EL CINE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,3,500,SI,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,3,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,,UNIVERSITARIO INCOMPLETO,OTRO MIEMBRO DEL HOGAR,TRABAJA,SI,SI,ALQUILADA,62,C3,0,1,0.5,2,3,3,0,9.5
349,5619,NOA,Mujer,57,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES",NO,,,,,,,,,,NO,SI,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NO,,,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,SI,SI,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO,NUNCA,TODOS O CASI TODOS LOS DIAS,300,NO,,,,,,,,,,,,,,NO,,,NO,,,,,,,,,,,0,0,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,,PRIMARIA INCOMPLETA,LA PERSONA QUE FUE ENTREVISTADA,NO TRABAJA PERO RECIBE ALGÚN PLAN SOCIAL,SI,NO,PROPIA,30,D2,0,1,0,8,0,0,0.5,9.5
